url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway
https://bj.lianjia.com/chengjiao/101087641313.html,1.01E+11,116.529489,39.890906,1.11E+12,2016-08-24,827,95,840,31579,266,4,2,1,3,nan,2006,3,6,0.2,0,0,0
https://bj.lianjia.com/chengjiao/101087793667.html,1.01E+11,116.555729,40.162058,1.11E+12,2016-08-03,773,74,126,26250,48,1,1,1,1,3,2009,3,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101087805216.html,1.01E+11,116.47617,39.844869,1.11E+12,2016-08-25,793,50,948,39832,238,4,2,1,4,nan,2004,4,6,0.091,0,1,0
https://bj.lianjia.com/chengjiao/101087812155.html,1.01E+11,116.399018,39.978141,1.11E+12,2016-08-17,784,65,896,91710,97.7,3,1,1,1,4,1991,3,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101087919464.html,1.01E+11,116.296286,39.870107,1.11E+12,2016-06-17,706,90,285,35568,80.13,1,1,1,1,1,2001,4,6,0.222,1,0,1
https://bj.lianjia.com/chengjiao/101087921597.html,1.01E+11,116.32922,39.892447,1.11E+12,2016-09-20,800,76,360,60607,59.4,2,1,1,1,1,1990,3,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101087926378.html,1.01E+11,116.405549,39.975629,1.11E+12,2016-07-22,739,39,700,39115,178.96,4,1,1,1,1,1997,3,6,0.333,1,1,1
https://bj.lianjia.com/chengjiao/101087957433.html,1.01E+11,116.284755,39.93453,1.11E+12,2016-09-17,790,6,212,32981,64.28,1,0,1,1,1,2009,3,6,0.111,1,0,1
https://bj.lianjia.com/chengjiao/101088008763.html,1.01E+11,116.603852,39.893276,1.11E+12,2016-06-20,691,130,336,30189,111.3,2,1,1,1,4,2008,4,6,0.167,1,1,0
https://bj.lianjia.com/chengjiao/101088050742.html,1.01E+11,116.284755,39.93453,1.11E+12,2016-08-23,747,41,174.6,33577,52,1,0,1,1,1,2009,3,6,0.111,1,0,1
https://bj.lianjia.com/chengjiao/101088145348.html,1.01E+11,116.507351,39.934957,1.11E+12,2016-07-15,690,20,1950,63228,308.41,5,2,1,4,4,2011,4,6,1,1,0,1
https://bj.lianjia.com/chengjiao/101088175163.html,1.01E+11,116.448302,39.960966,1.11E+12,2016-07-28,697,276,176,29000,60.69,1,1,1,1,1,2008,4,6,0.364,1,1,0
https://bj.lianjia.com/chengjiao/101088238072.html,1.01E+11,116.432142,39.902354,1.11E+12,2016-07-26,681,115,520,87176,59.65,1,1,1,1,3,2005,4,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/101088346049.html,1.01E+11,116.453712,39.940847,1.11E+12,2016-12-04,789,84,1580,74999,210.67,4,2,1,3,4,2000,4,6,0.5,1,1,0
https://bj.lianjia.com/chengjiao/101088350722.html,1.01E+11,116.486595,39.917578,1.11E+12,2016-07-25,656,17,1150,52668,218.35,4,2,1,2,4,2005,4,6,0.333,1,1,1
https://bj.lianjia.com/chengjiao/101088389994.html,1.01E+11,116.475515,40.008231,1.11E+12,2016-06-29,622,83,213,36417,58.49,1,0,1,0,3,2004,3,6,0.429,1,0,1
https://bj.lianjia.com/chengjiao/101088499424.html,1.01E+11,116.373014,39.859478,1.11E+12,2016-06-27,598,119,160,30189,53,1,1,1,1,1,1998,3,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/101088532737.html,1.01E+11,116.284755,39.93453,1.11E+12,2016-10-30,715,13,210,40385,52,1,0,1,1,1,2009,3,6,0.111,1,0,1
https://bj.lianjia.com/chengjiao/101088567700.html,1.01E+11,116.450729,39.977923,1.11E+12,2016-08-15,630,37,1750,85366,205,3,2,1,2,4,2010,2,6,0.667,1,0,1
https://bj.lianjia.com/chengjiao/101088639199.html,1.01E+11,116.369475,40.069842,1.11E+12,2016-07-12,580,85,630,39378,159.99,3,2,1,2,4,2004,4,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101088684632.html,1.01E+11,116.480923,39.900942,1.11E+12,2016-09-20,640,31,845,33988,248.62,2,2,1,2,4,2004,4,6,1,1,0,1
https://bj.lianjia.com/chengjiao/101088693311.html,1.01E+11,116.434144,39.892211,1.11E+12,2016-08-08,594,78,723,65407,110.54,3,1,1,1,4,1996,4,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101088710736.html,1.01E+11,116.376709,39.867222,1.11E+12,2016-06-19,540,57,240,42165,56.92,2,1,1,1,1,1996,3,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101088760253.html,1.01E+11,116.485296,39.991732,1.11E+12,2016-09-27,628,268,590,51687,114.15,2,2,1,1,1,2001,1,6,0.375,1,0,1
https://bj.lianjia.com/chengjiao/101088790489.html,1.01E+11,116.416572,40.063191,1.11E+12,2016-09-08,603,19,354.5,50672,69.96,3,1,1,2,3,2010,1,6,0.2,1,0,1
https://bj.lianjia.com/chengjiao/101088807471.html,1.01E+11,116.257104,39.873962,1.11E+12,2016-09-28,621,138,210,44436,47.26,1,1,1,1,3,2011,3,6,0.098,1,0,1
https://bj.lianjia.com/chengjiao/101088814261.html,1.01E+11,116.513848,39.875068,1.11E+12,2016-07-06,535,115,218,29416,74.11,2,1,1,1,4,1993,3,4,0.25,0,1,1
https://bj.lianjia.com/chengjiao/101088853537.html,1.01E+11,116.257104,39.873962,1.11E+12,2016-08-21,573,62,140,25455,55,1,0,1,1,3,2011,4,6,0.098,1,0,1
https://bj.lianjia.com/chengjiao/101088861935.html,1.01E+11,116.567579,40.076173,1.11E+12,2016-08-30,580,114,340,24029,141.5,3,2,1,2,3,2004,4,2,0.25,1,1,0
https://bj.lianjia.com/chengjiao/101088891732.html,1.01E+11,116.493655,39.905367,1.11E+12,2016-08-26,569,212,540,58888,91.7,2,2,1,1,1,2006,4,6,0.429,1,1,1
https://bj.lianjia.com/chengjiao/101088892021.html,1.01E+11,116.297022,39.788637,1.11E+12,2016-06-25,507,52,110,27195,40.45,1,1,1,1,4,2002,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101088892742.html,1.01E+11,116.232365,40.235529,1.11E+12,2016-08-03,546,6,170,22078,77,2,1,1,1,4,????,1,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101088952846.html,1.01E+11,116.4388,40.054941,1.11E+12,2016-07-28,516,76,340,64151,53,1,1,1,1,3,2011,4,6,0.174,1,0,1
https://bj.lianjia.com/chengjiao/101088955000.html,1.01E+11,116.190634,39.768886,1.11E+12,2016-08-05,524,77,245,30625,80,2,1,1,1,4,2012,4,6,0.5,1,0,1
https://bj.lianjia.com/chengjiao/101088957270.html,1.01E+11,116.330345,39.984336,1.11E+12,2016-08-14,533,114,610,103566,58.9,2,1,1,1,4,1989,4,2,0.333,0,0,1
https://bj.lianjia.com/chengjiao/101088978810.html,1.01E+11,116.254212,40.216336,1.11E+12,2016-07-22,507,27,224.5,19026,118,2,2,1,2,4,1998,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089021124.html,1.01E+11,116.60292,39.909042,1.11E+12,2016-08-30,540,94,435,49505,87.87,2,1,1,1,3,2011,1,6,0.667,1,0,0
https://bj.lianjia.com/chengjiao/101089027493.html,1.01E+11,116.324898,39.891441,1.11E+12,2016-09-05,544,47,410,53178,77.1,3,1,1,1,1,1991,3,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/101089054456.html,1.01E+11,116.232119,40.223852,1.11E+12,2016-09-04,539,41,240,28784,83.38,1,1,1,1,1,2009,3,6,0.143,1,0,1
https://bj.lianjia.com/chengjiao/101089054589.html,1.01E+11,116.683117,40.127185,1.11E+12,2016-08-26,530,61,470,32879,142.95,3,2,1,2,4,2004,4,2,0.5,1,1,0
https://bj.lianjia.com/chengjiao/101089103671.html,1.01E+11,116.45831,39.923422,1.11E+12,2016-08-24,520,67,355,57677,61.55,1,0,1,1,1,2008,4,6,0.231,1,1,1
https://bj.lianjia.com/chengjiao/101089110617.html,1.01E+11,116.422479,40.06389,1.11E+12,2016-07-31,494,59,190,31240,60.82,1,1,1,1,1,2004,3,6,0.15,1,1,1
https://bj.lianjia.com/chengjiao/101089111776.html,1.01E+11,116.254212,40.216336,1.11E+12,2016-08-31,526,41,321,20523,156.41,3,1,1,2,4,2001,4,6,0.25,0,0,0
https://bj.lianjia.com/chengjiao/101089111787.html,1.01E+11,116.318694,40.087485,1.11E+12,2016-07-04,467,65,350,27853,125.66,3,1,1,2,4,2008,3,6,0.5,1,1,0
https://bj.lianjia.com/chengjiao/101089141634.html,1.01E+11,116.164506,39.731851,1.11E+12,2016-08-12,503,64,198,20625,96,3,1,1,1,4,2004,3,2,0.5,0,1,1
https://bj.lianjia.com/chengjiao/101089143804.html,1.01E+11,116.665923,40.186753,1.11E+12,2016-08-31,523,51,500,44147,113.26,3,2,1,2,4,2012,4,6,0.333,1,0,0
https://bj.lianjia.com/chengjiao/101089159752.html,1.01E+11,116.314388,39.972347,1.11E+12,2016-08-19,508,18,655,43149,151.8,2,1,1,1,1,1998,3,6,0.286,1,1,1
https://bj.lianjia.com/chengjiao/101089172903.html,1.01E+11,116.378537,39.879671,1.11E+12,2016-12-09,618,79,1135,61968,183.16,4,1,1,2,3,2003,1,6,0.286,1,0,1
https://bj.lianjia.com/chengjiao/101089178771.html,1.01E+11,116.284755,39.93453,1.11E+12,2017-03-22,721,117,280,67470,41.5,1,0,1,1,1,2009,4,6,0.111,1,0,1
https://bj.lianjia.com/chengjiao/101089182209.html,1.01E+11,116.413046,40.056407,1.11E+12,2016-07-15,470,110,346,34992,98.88,4,1,1,2,4,1998,3,4,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089194921.html,1.01E+11,116.559275,40.113935,1.11E+12,2017-01-22,659,81,530,26100,203.07,6,2,1,2,4,1998,4,6,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089200824.html,1.01E+11,116.474383,39.902184,1.11E+12,2016-06-29,451,43,406,63577,63.86,1,1,1,1,3,2007,4,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101089201040.html,1.01E+11,116.384103,39.972885,1.11E+12,2016-08-15,498,213,642,89665,71.6,2,1,1,1,3,1993,1,2,0.222,1,0,0
https://bj.lianjia.com/chengjiao/101089205931.html,1.01E+11,116.497474,39.810115,1.11E+12,2016-07-07,459,266,165,29741,55.48,1,1,1,1,1,2009,4,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101089228515.html,1.01E+11,116.403304,39.891691,1.11E+12,2016-08-31,511,176,400,66879,59.81,1,1,1,1,3,2002,4,6,0.167,1,1,1
https://bj.lianjia.com/chengjiao/101089261829.html,1.01E+11,116.386555,40.0865,1.11E+12,2016-07-28,474,83,200,41667,48,1,0,1,1,4,2009,4,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/101089263686.html,1.01E+11,116.364028,39.870465,1.11E+12,2016-06-27,442,93,200,48310,41.4,1,1,1,1,4,1990,3,2,0.333,0,0,0
https://bj.lianjia.com/chengjiao/101089274066.html,1.01E+11,116.461949,40.003018,1.11E+12,2016-06-24,438,64,845,43772,193.05,4,2,1,3,3,2003,4,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/101089277356.html,1.01E+11,116.483319,39.915337,1.11E+12,2016-07-23,466,82,300,43809,68.48,3,1,1,1,1,1994,4,6,0.143,1,1,1
https://bj.lianjia.com/chengjiao/101089285872.html,1.01E+11,116.516087,39.923147,1.11E+12,2016-07-27,469,35,225,40910,55,1,0,1,1,1,2005,4,6,0.25,1,1,0
https://bj.lianjia.com/chengjiao/101089299536.html,1.01E+11,116.555729,40.162058,1.11E+12,2016-08-10,481,18,395,44887,88,3,4,1,3,4,2009,3,4,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089301967.html,1.01E+11,116.444356,39.932936,1.11E+12,2016-12-29,622,110,392.5,83582,46.96,1,0,1,1,1,2003,4,6,0.4,1,0,1
https://bj.lianjia.com/chengjiao/101089305679.html,1.01E+11,116.517555,39.872965,1.11E+12,2016-07-17,456,80,200,33406,59.87,2,1,1,1,4,1984,4,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101089310257.html,1.01E+11,116.472165,39.903144,1.11E+12,2016-08-13,482,195,300,50092,59.89,2,1,1,1,4,1992,4,2,0.333,0,0,1
https://bj.lianjia.com/chengjiao/101089311219.html,1.01E+11,116.471754,40.02946,1.11E+12,2016-09-12,513,93,510,75333,67.7,1,2,1,1,1,2009,3,6,0.333,1,1,1
https://bj.lianjia.com/chengjiao/101089313287.html,1.01E+11,116.249496,40.221791,1.11E+12,2016-08-08,477,70,102,24286,42,1,1,1,1,4,1989,3,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101089314023.html,1.01E+11,116.309431,39.842691,1.11E+12,2016-07-06,444,30,288,41728,69.02,1,1,1,1,1,2006,3,6,0.3,1,0,1
https://bj.lianjia.com/chengjiao/101089317588.html,1.01E+11,116.330357,39.692063,1.11E+12,2016-09-07,506,48,468,22076,212,4,2,1,1,4,2014,2,6,0.5,1,0,1
https://bj.lianjia.com/chengjiao/101089326506.html,1.01E+11,116.43164,39.904426,1.11E+12,2016-07-30,466,88,450,59761,75.3,2,1,1,1,3,2006,2,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101089340814.html,1.01E+11,116.400717,40.088094,1.11E+12,2016-08-08,472,12,873,35289,247.39,4,2,1,3,nan,2000,4,4,1,0,0,0
https://bj.lianjia.com/chengjiao/101089346705.html,1.01E+11,116.4388,40.054941,1.11E+12,2016-07-21,454,61,475,70381,67.49,2,1,1,2,3,2012,4,6,0.174,1,0,1
https://bj.lianjia.com/chengjiao/101089355491.html,1.01E+11,116.457699,39.944441,1.11E+12,2016-06-20,421,65,240,40000,60,1,0,1,1,3,2010,4,6,0.128,1,0,1
https://bj.lianjia.com/chengjiao/101089360053.html,1.01E+11,116.249496,40.221791,1.11E+12,2016-07-26,457,4,360,24507,146.9,3,2,1,2,4,????,4,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089374928.html,1.01E+11,116.425063,40.044097,1.11E+12,2016-12-18,598,162,202,39608,51,1,1,1,1,3,2011,3,6,0.182,1,1,1
https://bj.lianjia.com/chengjiao/101089379130.html,1.01E+11,116.334817,39.884391,1.11E+12,2016-07-03,430,136,240,70589,34,1,1,1,2,4,2009,4,6,0.222,1,0,0
https://bj.lianjia.com/chengjiao/101089385519.html,1.01E+11,116.22946,40.228274,1.11E+12,2016-09-21,509,33,265,30566,86.7,2,1,1,1,4,1996,4,4,0.333,0,0,1
https://bj.lianjia.com/chengjiao/101089392872.html,1.01E+11,116.509143,39.925387,1.11E+12,2016-07-19,443,44,355,40909,86.78,2,2,1,1,1,2011,3,6,0.3,1,0,1
https://bj.lianjia.com/chengjiao/101089394353.html,1.01E+11,116.474014,39.913424,1.11E+12,2016-10-29,545,62,389,63771,61,2,1,1,1,3,1985,3,6,0.125,1,0,1
https://bj.lianjia.com/chengjiao/101089395900.html,1.01E+11,116.606151,40.051276,1.11E+12,2017-01-22,629,172,300,29127,103,3,1,1,1,4,1998,4,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089402286.html,1.01E+11,116.399693,39.972072,1.11E+12,2016-09-11,495,92,509,67678,75.21,2,1,1,1,4,1992,4,6,0.158,1,1,1
https://bj.lianjia.com/chengjiao/101089403910.html,1.01E+11,116.560389,40.094933,1.11E+12,2016-09-04,487,78,340,25000,136,3,2,1,2,4,2000,3,2,0.5,0,1,1
https://bj.lianjia.com/chengjiao/101089414178.html,1.01E+11,116.368804,39.873549,1.11E+12,2016-07-13,433,39,307,51167,60,2,1,1,1,4,1989,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089420888.html,1.01E+11,116.154608,39.726495,1.11E+12,2016-07-27,446,15,199.5,22167,90,2,1,1,1,4,2010,2,6,0.25,1,0,0
https://bj.lianjia.com/chengjiao/101089421723.html,1.01E+11,116.679737,40.219508,1.11E+12,2016-10-09,519,13,798,26600,300,4,2,1,2,nan,2013,1,6,0.5,1,0,0
https://bj.lianjia.com/chengjiao/101089423790.html,1.01E+11,116.16608,39.771077,1.11E+12,2016-09-30,511,264,210.5,32377,65,1,1,1,1,1,2011,4,6,0.167,1,0,0
https://bj.lianjia.com/chengjiao/101089425490.html,1.01E+11,116.372222,39.880938,1.11E+12,2016-09-15,495,34,900,56250,160,5,2,1,2,4,1999,1,2,0.5,0,0,1
https://bj.lianjia.com/chengjiao/101089426628.html,1.01E+11,116.422211,40.011387,1.11E+12,2016-07-24,442,16,298,35059,85,1,1,1,1,3,2009,1,6,0.19,1,0,1
https://bj.lianjia.com/chengjiao/101089427161.html,1.01E+11,116.605035,40.051164,1.11E+12,2016-09-19,499,72,230,25843,89,3,1,1,1,4,1992,1,4,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089429949.html,1.01E+11,116.317831,40.039,1.11E+12,2016-09-12,492,33,1388,53799,258,5,2,1,3,4,1998,4,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089437193.html,1.01E+11,116.259318,40.217911,1.11E+12,2016-07-08,424,14,257,23364,110,2,1,1,1,4,1996,1,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089443304.html,1.01E+11,116.227892,39.780755,1.11E+12,2016-09-26,503,19,296,27664,107,3,1,1,1,4,2003,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089448850.html,1.01E+11,116.52387,39.923283,1.11E+12,2016-07-16,430,3,470,32794,143.32,1,0,0,0,1,????,3,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/101089461652.html,1.01E+11,116.238792,39.852889,1.11E+12,2016-07-11,423,29,208,31288,66.48,1,1,1,1,4,2004,1,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089473568.html,1.01E+11,116.47773,40.002156,1.11E+12,2016-09-07,479,61,650,49243,132,4,1,1,2,1,1997,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/101089476924.html,1.01E+11,116.508181,39.807662,1.11E+12,2016-08-27,468,96,127,26805,47.38,1,1,0,1,1,2008,3,6,0.2,1,1,1
https://bj.lianjia.com/chengjiao/101089476930.html,1.01E+11,116.508181,39.807662,1.11E+12,2016-08-29,470,154,145,27272,53.17,1,1,0,0,1,2008,3,6,0.2,1,0,1
https://bj.lianjia.com/chengjiao/101089477638.html,1.01E+11,116.437251,39.962363,1.11E+12,2016-06-28,408,132,270,51292,52.64,2,1,1,1,4,1979,4,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101089483523.html,1.01E+11,116.351677,39.980567,1.11E+12,2016-08-24,463,76,348,58000,60,1,1,1,1,1,1998,3,6,0.2,1,1,1
https://bj.lianjia.com/chengjiao/101089484653.html,1.01E+11,116.364028,39.870465,1.11E+12,2016-07-11,420,130,248,45091,55,2,1,1,1,4,1990,4,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089513302.html,1.01E+11,116.471203,39.876684,1.11E+12,2016-09-05,471,128,475,34971,135.83,3,1,1,2,1,1998,3,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/101089520667.html,1.01E+11,116.164506,39.731851,1.11E+12,2016-08-23,457,129,188,21600,87.04,2,1,1,1,4,2004,3,2,0.5,0,1,1
https://bj.lianjia.com/chengjiao/101089520817.html,1.01E+11,116.268601,39.933567,1.11E+12,2016-06-26,399,63,610,64956,93.91,2,2,1,2,4,2003,4,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/101089545387.html,1.01E+11,116.511545,39.904464,1.11E+12,2016-12-30,581,243,210,42000,50,1,1,1,1,1,2010,4,6,0.105,1,1,1
https://bj.lianjia.com/chengjiao/101089555304.html,1.01E+11,116.342088,39.749733,1.11E+12,2016-06-19,385,263,220,30051,73.21,2,1,1,1,4,1992,4,2,0.5,0,1,1
https://bj.lianjia.com/chengjiao/101089555890.html,1.01E+11,116.250662,39.910338,1.11E+12,2016-07-12,409,21,283,44116,64.15,2,1,1,1,4,1981,4,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101089562461.html,1.01E+11,116.227892,39.780755,1.11E+12,2016-08-17,443,88,210,22341,94,2,2,1,1,4,2005,1,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089567635.html,1.01E+11,116.28592,39.935122,1.11E+12,2016-07-06,400,80,580,46512,124.7,3,2,1,1,4,1998,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089567756.html,1.01E+11,116.451239,39.960643,1.11E+12,2016-07-26,420,51,677,40759,166.1,3,1,1,1,3,2002,3,6,0.2,1,0,0
https://bj.lianjia.com/chengjiao/101089570285.html,1.01E+11,116.117019,39.93386,1.11E+12,2016-08-31,455,114,153,24252,63.09,2,1,1,1,4,1990,4,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101089570888.html,1.01E+11,116.456102,39.931183,1.11E+12,2016-07-07,400,24,345,56651,60.9,2,1,1,1,4,1976,3,2,0.333,0,1,1
https://bj.lianjia.com/chengjiao/101089573433.html,1.01E+11,116.4471,39.879796,1.11E+12,2016-06-20,383,51,1120,77242,145,3,2,1,2,4,2004,3,6,0.5,1,1,1
https://bj.lianjia.com/chengjiao/101089574003.html,1.01E+11,116.122354,39.937384,1.11E+12,2016-08-01,424,80,251.5,25464,98.77,3,1,1,1,4,2001,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089574437.html,1.01E+11,116.117724,39.941152,1.11E+12,2016-09-30,484,32,460,27480,167.4,4,2,1,2,4,2005,4,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089575068.html,1.01E+11,116.231747,40.230104,1.11E+12,2016-07-28,420,6,190,20041,94.81,2,2,1,1,4,1996,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089575602.html,1.01E+11,116.119651,39.934504,1.11E+12,2016-09-26,480,46,380,22755,167,4,2,1,2,4,2004,3,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/101089575737.html,1.01E+11,116.122354,39.937384,1.11E+12,2016-08-14,437,59,365,25000,146,4,1,1,2,4,2000,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089576436.html,1.01E+11,116.122491,39.939735,1.11E+12,2016-07-28,420,16,146,28505,51.22,1,1,1,1,4,2008,3,6,0.5,1,1,0
https://bj.lianjia.com/chengjiao/101089577075.html,1.01E+11,116.118409,39.937888,1.11E+12,2016-08-04,427,12,285,30685,92.88,2,1,1,1,4,2006,4,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/101089578229.html,1.01E+11,116.117019,39.93386,1.11E+12,2016-07-22,414,39,138.9,21403,64.9,2,1,1,1,4,1989,3,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101089584244.html,1.01E+11,116.293654,39.79232,1.11E+12,2016-06-16,377,52,260,15991,162.6,3,2,1,2,4,1999,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089588384.html,1.01E+11,116.48154,39.918388,1.11E+12,2016-08-14,435,61,830,47939,173.14,4,2,1,2,1,2002,4,6,0.375,1,0,1
https://bj.lianjia.com/chengjiao/101089591983.html,1.01E+11,116.245538,40.220033,1.11E+12,2016-07-06,396,11,132.7,28606,46.39,2,0,1,1,1,1982,3,4,0.25,0,1,1
https://bj.lianjia.com/chengjiao/101089595820.html,1.01E+11,116.16711,39.738534,1.11E+12,2016-08-17,437,171,91,22332,40.75,1,0,1,1,nan,2005,4,6,0.111,0,0,0
https://bj.lianjia.com/chengjiao/101089596604.html,1.01E+11,116.482231,40.009521,1.11E+12,2016-06-16,375,225,402,70738,56.83,2,1,1,1,4,1997,4,2,0.5,0,1,1
https://bj.lianjia.com/chengjiao/101089600337.html,1.01E+11,116.342963,40.093175,1.11E+12,2016-09-28,478,40,225,44768,50.26,1,1,0,1,4,2004,3,6,0.25,1,0,1
https://bj.lianjia.com/chengjiao/101089617238.html,1.01E+11,116.199293,39.938056,1.11E+12,2017-03-09,637,198,391,39692,98.51,3,1,1,1,4,1996,3,2,0.333,0,1,0
https://bj.lianjia.com/chengjiao/101089627140.html,1.01E+11,116.421128,40.068301,1.11E+12,2016-08-21,435,33,109,19758,55.17,1,0,0,1,3,2008,4,6,0.167,1,0,1
https://bj.lianjia.com/chengjiao/101089632219.html,1.01E+11,116.345863,39.877035,1.11E+12,2016-07-18,400,38,405,56787,71.32,1,1,1,1,3,2008,3,6,0.4,1,0,0
https://bj.lianjia.com/chengjiao/101089644663.html,1.01E+11,116.432684,40.077562,1.11E+12,2016-09-29,470,38,700,29615,236.37,6,2,1,4,4,2008,3,6,0.5,1,0,0
https://bj.lianjia.com/chengjiao/101089659463.html,1.01E+11,116.661432,40.180564,1.11E+12,2016-09-07,445,76,330,16337,202,4,2,1,2,4,2000,3,2,0.5,0,1,0
https://bj.lianjia.com/chengjiao/101089664647.html,1.01E+11,116.49138,39.938386,1.11E+12,2016-08-12,419,13,990,65637,150.83,2,2,1,2,3,2005,4,6,0.444,1,1,1
https://bj.lianjia.com/chengjiao/101089665243.html,1.01E+11,116.673912,40.209832,1.11E+12,2016-07-31,406,41,258,28709,89.87,2,2,1,1,4,2008,3,6,0.333,1,1,0
https://bj.lianjia.com/chengjiao/101089671144.html,1.01E+11,116.225111,39.761305,1.11E+12,2016-07-31,405,34,270,30034,89.9,3,2,1,1,4,2012,3,6,0.5,1,0,0
https://bj.lianjia.com/chengjiao/101089672534.html,1.01E+11,116.371787,39.905909,1.11E+12,2016-08-15,420,85,442,76617,57.69,2,0,1,1,4,1979,3,6,0.107,1,1,1
